,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
447,20MICRONS,EQ,28.75,29.3,28.35,28.65,28.6,28.7,26257,755073.75,2016-06-14,218,INE144J01027
448,20MICRONS,EQ,28.5,29.0,28.4,28.5,28.55,28.55,37348,1073029.7,2016-06-01,119,INE144J01027
449,20MICRONS,EQ,36.6,36.9,36.0,36.2,36.25,36.7,103789,3784144.0,2016-10-04,409,INE144J01027
450,20MICRONS,EQ,29.05,29.3,28.4,28.85,28.8,28.95,15361,444249.25,2016-07-26,106,INE144J01027
451,20MICRONS,EQ,36.45,36.7,35.4,35.55,35.5,35.9,74075,2653403.85,2016-01-05,292,INE144J01027
452,20MICRONS,EQ,34.5,36.9,34.5,36.45,36.8,35.15,68543,2466117.75,2016-09-30,520,INE144J01027
453,20MICRONS,EQ,31.8,35.9,31.2,35.0,35.0,31.25,396181,13824951.7,2016-04-13,1967,INE144J01027
454,20MICRONS,EQ,28.5,30.6,28.5,29.95,30.0,28.9,21527,640111.55,2016-04-06,219,INE144J01027
455,20MICRONS,EQ,29.8,31.0,27.7,28.1,27.9,31.0,64843,1905030.55,2016-01-18,556,INE144J01027
456,20MICRONS,EQ,28.25,28.95,27.55,28.35,28.6,28.4,11945,341984.4,2016-06-06,165,INE144J01027
457,20MICRONS,EQ,28.75,28.75,28.05,28.7,28.75,28.4,25354,721516.3,2016-06-13,59,INE144J01027
458,20MICRONS,EQ,38.8,41.0,38.1,39.0,39.1,38.55,310553,12328025.9,2016-10-19,1088,INE144J01027
459,20MICRONS,EQ,39.5,39.7,38.4,38.6,38.5,39.35,78670,3074000.0,2016-08-25,408,INE144J01027
460,20MICRONS,EQ,38.4,38.45,37.65,38.05,38.3,37.7,58395,2219201.4,2016-08-30,298,INE144J01027
461,20MICRONS,EQ,35.5,35.5,34.65,35.0,34.8,35.0,14932,522415.15,2016-12-16,102,INE144J01027
462,20MICRONS,EQ,32.1,32.6,31.75,31.8,31.95,32.6,8905,285768.95,2016-05-20,115,INE144J01027
463,20MICRONS,EQ,28.8,30.05,27.2,29.2,29.2,28.1,48353,1410071.2,2016-01-19,296,INE144J01027
464,20MICRONS,EQ,29.4,35.3,29.4,32.75,32.8,29.95,146241,4884578.35,2016-04-07,1074,INE144J01027
465,20MICRONS,EQ,32.0,32.0,31.1,31.25,31.45,31.65,14816,465688.1,2016-04-12,132,INE144J01027
466,20MICRONS,EQ,35.0,35.25,34.1,34.25,34.1,35.4,32885,1138858.5,2016-12-02,218,INE144J01027
467,20MICRONS,EQ,38.8,39.0,37.8,38.2,38.0,38.05,124786,4797257.8,2016-08-31,366,INE144J01027
468,20MICRONS,EQ,38.65,39.55,38.65,39.35,39.35,38.9,52451,2058492.75,2016-08-24,322,INE144J01027
469,20MICRONS,EQ,38.45,39.0,38.2,38.55,38.3,38.05,157987,6092244.6,2016-10-18,296,INE144J01027
470,20MICRONS,EQ,27.05,28.0,26.0,26.4,26.15,26.55,25738,676985.5,2016-02-12,197,INE144J01027
471,20MICRONS,EQ,28.25,28.5,27.5,28.05,28.1,28.35,40357,1129474.9,2016-06-07,296,INE144J01027
472,20MICRONS,EQ,46.0,46.9,42.9,43.15,43.0,41.0,905861,40063832.45,2016-11-07,5023,INE144J01027
473,20MICRONS,EQ,29.4,31.0,29.35,29.8,29.95,28.85,36072,1081960.25,2016-07-27,240,INE144J01027
474,20MICRONS,EQ,36.4,36.8,36.0,36.4,36.25,36.2,88904,3228605.15,2016-10-05,430,INE144J01027
475,20MICRONS,EQ,36.5,36.6,30.6,35.7,35.7,36.4,252766,8833547.95,2016-10-10,766,INE144J01027
476,20MICRONS,EQ,35.55,37.5,34.75,35.9,35.95,35.2,258669,9428181.1,2016-01-04,823,INE144J01027
477,20MICRONS,EQ,34.9,37.0,34.5,36.55,36.45,35.05,123972,4494342.2,2016-01-11,576,INE144J01027
478,20MICRONS,EQ,27.25,27.7,27.0,27.2,27.25,27.25,12526,342296.1,2016-03-08,96,INE144J01027
479,20MICRONS,EQ,28.3,29.2,28.05,28.25,28.45,28.25,31468,895229.9,2016-05-27,225,INE144J01027
480,20MICRONS,EQ,39.0,39.5,35.0,36.15,35.5,39.05,212023,7746586.35,2016-11-15,1159,INE144J01027
481,20MICRONS,EQ,29.2,30.6,28.35,29.75,29.8,28.65,80109,2371958.85,2016-06-15,560,INE144J01027
482,20MICRONS,EQ,30.4,30.8,29.7,30.15,30.25,29.8,20958,632596.6,2016-07-28,174,INE144J01027
483,20MICRONS,EQ,27.0,29.9,26.95,28.15,27.9,26.4,54313,1536746.65,2016-02-15,353,INE144J01027
484,20MICRONS,EQ,39.7,39.7,38.5,38.9,39.05,39.2,159354,6190723.95,2016-08-23,557,INE144J01027
485,20MICRONS,EQ,33.9,34.7,31.2,34.2,34.4,34.25,107045,3625715.45,2016-12-05,383,INE144J01027
486,20MICRONS,EQ,37.8,38.9,36.55,38.05,38.2,37.8,182096,6917530.0,2016-10-17,877,INE144J01027
487,20MICRONS,EQ,26.15,27.1,26.0,26.4,26.3,26.5,11366,303655.85,2016-02-08,151,INE144J01027
488,20MICRONS,EQ,28.65,28.75,28.0,28.6,28.5,28.5,28749,813454.9,2016-07-20,207,INE144J01027
489,20MICRONS,EQ,43.8,44.0,41.6,42.15,42.0,43.15,249882,10604933.5,2016-11-08,1684,INE144J01027
490,20MICRONS,EQ,28.45,28.45,27.7,28.3,28.2,28.05,8045,226384.15,2016-06-08,100,INE144J01027
491,20MICRONS,EQ,28.45,28.45,26.9,27.6,27.65,27.6,17151,471883.35,2016-03-15,179,INE144J01027
492,20MICRONS,EQ,32.4,33.5,31.6,32.4,32.15,32.75,17422,571294.75,2016-04-08,203,INE144J01027
493,20MICRONS,EQ,38.1,39.6,37.85,38.3,38.5,38.95,135931,5229043.2,2016-09-23,877,INE144J01027
494,20MICRONS,EQ,60.1,60.8,57.9,58.3,58.3,59.6,174410,10318817.4,2017-12-29,1391,INE144J01027
